# Command: python imdb_movie_toolkit.py --basics-path /path/to/title.basics.tsv.gz --ratings-path /path/to/title.ratings.tsv.gz --start-year 2010 --end-year 2012 --title-type tvSeries --format csv --output samples/sample_tvseries.csv

tconst,primaryTitle,startYear,averageRating,numVotes,genres,runtimeMinutes,titleType
tt2185037,Running Man,2010,9.1,3994,"Comedy,Game-Show,Reality-TV",80,tvSeries
tt1708523,The Island,2010,9.1,3309,Drama,45,tvSeries
tt6119392,Vsauce,2010,9.1,928,Documentary,,tvSeries
tt1475582,Sherlock,2010,9.0,1066578,"Crime,Drama,Mystery",90,tvSeries
tt7248250,VideoGameDunkey,2010,9.0,1660,Comedy,,tvSeries
tt1832668,How the Universe Works,2010,8.9,7621,Documentary,60,tvSeries
tt2735544,Aerial America,2010,8.9,884,Documentary,44,tvSeries
tt1795096,Behzat Ç: An Ankara Detective Story,2010,8.8,35512,"Crime,Drama,Mystery",90,tvSeries
tt2404721,Dastaan,2010,8.8,1313,"Drama,History,Romance",,tvSeries
tt1821820,Edwardian Farm,2010,8.8,641,"Adventure,Documentary",59,tvSeries
tt1606375,Downton Abbey,2010,8.7,241137,"Drama,Romance",60,tvSeries
tt3198590,The Slow Mo Guys,2010,8.7,1007,Documentary,,tvSeries
tt0979432,Boardwalk Empire,2010,8.6,214602,"Crime,Drama",60,tvSeries
tt1305826,Adventure Time,2010,8.6,127961,"Action,Adventure,Animation",23,tvSeries
tt1489428,Justified,2010,8.6,127898,"Action,Crime,Drama",45,tvSeries
tt1710308,Regular Show,2010,8.6,69941,"Action,Adventure,Animation",23,tvSeries
tt1641384,Young Justice,2010,8.6,49917,"Action,Adventure,Animation",23,tvSeries
tt1513168,Through the Wormhole,2010,8.6,19282,Documentary,60,tvSeries
tt1877368,The Great British Baking Show,2010,8.6,14842,"Game-Show,Reality-TV",60,tvSeries
tt1657563,Check It Out! with Dr. Steve Brule,2010,8.6,7195,"Comedy,Talk-Show",11,tvSeries
tt5897920,Your Movie Sucks,2010,8.6,4233,"Comedy,Talk-Show",,tvSeries
tt1948541,Broad City,2010,8.6,3709,"Comedy,Short",,tvSeries
tt2150568,Immersion,2010,8.6,1077,Comedy,,tvSeries
tt2033616,Fake or Fortune,2010,8.6,768,"Documentary,Mystery",63,tvSeries
tt1492966,Louie,2010,8.5,84714,"Comedy,Drama",22,tvSeries
tt1526318,Borgen,2010,8.5,31921,Drama,58,tvSeries
tt1587000,Rake,2010,8.5,9252,"Comedy,Drama",60,tvSeries
tt1711386,Dag,2010,8.5,5523,"Comedy,Drama",23,tvSeries
tt2290891,Al Kabeer,2010,8.5,4694,"Comedy,Romance",35,tvSeries
tt2362231,JonTron,2010,8.5,3553,Comedy,,tvSeries
tt1739744,Powder,2010,8.5,844,"Crime,Thriller",,tvSeries
tt1739752,Rishta.com,2010,8.5,543,Drama,45,tvSeries
tt1721556,Elvira's Movie Macabre,2010,8.5,524,Horror,120,tvSeries
tt1442449,Spartacus,2010,8.4,290113,"Action,Adventure,Biography",60,tvSeries
tt1474684,Luther,2010,8.4,161302,"Crime,Drama,Mystery",60,tvSeries
tt1553644,The Ricky Gervais Show,2010,8.4,17531,"Animation,Comedy,Talk-Show",30,tvSeries
tt1625724,Love/Hate,2010,8.4,9450,"Crime,Drama",51,tvSeries
tt5747554,Battle for Dream Island,2010,8.4,1516,"Animation,Comedy,Family",,tvSeries
tt1151910,The Buried Life,2010,8.4,640,"Documentary,Reality-TV",22,tvSeries
tt1546139,The Green Room with Paul Provenza,2010,8.4,565,Talk-Show,30,tvSeries
tt1344204,Blue Mountain State,2010,8.3,62613,"Comedy,Sport",22,tvSeries
tt1416765,Parenthood,2010,8.3,42743,"Comedy,Drama",60,tvSeries
tt1702042,An Idiot Abroad,2010,8.3,35380,"Adventure,Comedy,Documentary",43,tvSeries
tt1626038,The Avengers: Earth's Mightiest Heroes,2010,8.3,17637,"Action,Adventure,Animation",30,tvSeries
tt1279972,Treme,2010,8.3,16704,"Drama,Music",60,tvSeries
tt1493239,Terriers,2010,8.3,11642,"Comedy,Crime,Drama",45,tvSeries
tt1821229,The Being Frank Show,2010,8.3,6742,Talk-Show,,tvSeries
tt1530541,Offspring,2010,8.3,5923,"Comedy,Drama",60,tvSeries
tt1923623,Mid Morning Matters with Alan Partridge,2010,8.3,3458,Comedy,23,tvSeries
tt1514753,Three Kingdoms,2010,8.3,1521,"Drama,History,War",45,tvSeries
tt1719837,Hardy Bucks,2010,8.3,1122,Comedy,30,tvSeries
tt1632065,Mother,2010,8.3,578,Drama,54,tvSeries
tt1637574,Conan,2010,8.2,25482,"Comedy,Music,Talk-Show",42,tvSeries
tt1660055,Scooby-Doo! Mystery Incorporated,2010,8.2,21366,"Adventure,Animation,Comedy",23,tvSeries
tt1674553,Penoza,2010,8.2,4287,"Crime,Drama,Thriller",45,tvSeries
tt1610860,"Rainbow: The Seven from Compound Two, Cell Six",2010,8.2,3588,"Animation,Crime,Drama",30,tvSeries
tt1525780,The Weissensee Saga,2010,8.2,2502,Drama,50,tvSeries
tt1678749,Mongrels,2010,8.2,1564,Comedy,30,tvSeries
tt1827070,Drew Carey's Improv-A-Ganza,2010,8.2,1272,"Comedy,Game-Show",30,tvSeries
tt1764129,In Treatment,2010,8.2,704,Drama,,tvSeries
tt1666727,The Neistat Brothers,2010,8.2,516,"Biography,Comedy",,tvSeries
tt1520211,The Walking Dead,2010,8.1,1167327,"Drama,Horror,Thriller",45,tvSeries
tt1492179,Strike Back,2010,8.1,35000,"Action,Drama,Thriller",45,tvSeries
tt1515193,The Big C,2010,8.1,16815,"Comedy,Drama",30,tvSeries
tt1618952,Gönülçelen,2010,8.1,10904,"Drama,Music",90,tvSeries
tt1659175,Transformers Prime,2010,8.1,10006,"Action,Adventure,Animation",30,tvSeries
tt1593584,Solsidan,2010,8.1,8621,"Comedy,Drama",22,tvSeries
tt1558128,Todd and the Book of Pure Evil,2010,8.1,4392,"Comedy,Horror,Sci-Fi",,tvSeries
tt2039625,Epic Rap Battles of History,2010,8.1,3748,"Comedy,History,Music",5,tvSeries
tt1709198,Sym-Bionic Titan,2010,8.1,3622,"Action,Adventure,Animation",,tvSeries
tt1943898,Adaalat,2010,8.1,1795,"Comedy,Crime,Drama",42,tvSeries
tt2004927,Sssshh... Phir Koi Hai (Tritiya),2010,8.1,897,Horror,,tvSeries
tt1615919,Raising Hope,2010,8.0,42794,"Comedy,Family",22,tvSeries
tt1841321,Secret Garden,2010,8.0,8459,"Comedy,Drama,Fantasy",60,tvSeries
tt1698441,The Trip,2010,8.0,8311,Comedy,172,tvSeries
tt1567254,The Good Guys,2010,8.0,7750,"Action,Comedy",60,tvSeries
tt1551948,Dance Academy,2010,8.0,5366,"Drama,Family,Music",24,tvSeries
tt1738419,Bakuman.,2010,8.0,3015,"Animation,Comedy,Drama",24,tvSeries
tt1666209,Dong Yi,2010,8.0,2514,"Adventure,Drama,History",60,tvSeries
tt2076566,Mysteries at the Museum,2010,8.0,1535,"Adventure,Biography,Crime",60,tvSeries
tt1365047,Who Do You Think You Are?,2010,8.0,1528,"Biography,Documentary,History",60,tvSeries
tt1563697,Food Revolution,2010,8.0,847,Reality-TV,60,tvSeries
tt1825371,Kamen Rider OOO,2010,8.0,740,"Action,Adventure,Comedy",24,tvSeries
tt1654842,True Blood: Webisodes,2010,8.0,685,"Drama,Fantasy,Horror",5,tvSeries
tt1299365,How to Make It in America,2010,7.9,16649,"Comedy,Drama",30,tvSeries
tt1621748,Ugly Americans,2010,7.9,11563,"Animation,Comedy,Fantasy",30,tvSeries
tt1389371,Rubicon,2010,7.9,11477,"Crime,Drama,Mystery",45,tvSeries
tt1634208,Maid Sama!,2010,7.9,10349,"Animation,Comedy,Romance",24,tvSeries
tt1769411,Accused,2010,7.9,3532,"Crime,Drama,Mystery",60,tvSeries
tt1731601,The Indian Doctor,2010,7.9,1782,"Drama,History",,tvSeries
tt1524415,Spirited,2010,7.9,1709,"Comedy,Drama,Fantasy",60,tvSeries
tt1528852,Pure Pwnage,2010,7.9,925,Comedy,,tvSeries
tt2107314,Rehab Addict,2010,7.9,876,Reality-TV,,tvSeries
tt1870946,Oddities,2010,7.9,774,Reality-TV,22,tvSeries
tt1711419,Surviving the Cut,2010,7.9,588,Reality-TV,,tvSeries
tt1821771,"Baker King, Kim Tak Goo",2010,7.9,557,"Drama,Family,Romance",90,tvSeries
tt1751105,My Little Pony: Friendship Is Magic,2010,7.8,25088,"Adventure,Animation,Comedy",22,tvSeries
tt1622696,Ben 10: Ultimate Alien,2010,7.8,14137,"Action,Adventure,Animation",22,tvSeries
tt1584000,Durarara!!,2010,7.8,8539,"Animation,Comedy,Crime",24,tvSeries
tt1493923,Him & Her,2010,7.8,5091,Comedy,28,tvSeries
tt1588221,Rev.,2010,7.8,3129,Comedy,30,tvSeries
tt1765510,R.L. Stine's the Haunting Hour,2010,7.8,3116,"Action,Adventure,Comedy",23,tvSeries
tt1706532,Grandma's House,2010,7.8,1250,Comedy,30,tvSeries
tt1664065,Asfur,2010,7.8,1110,"Comedy,Crime,Drama",30,tvSeries
tt1750269,James May's Man Lab,2010,7.8,1070,Documentary,60,tvSeries
tt1715332,JourneyQuest,2010,7.8,766,"Action,Adventure,Comedy",,tvSeries
tt1761768,Ouk an lavois para tou mi ehontos,2010,7.8,752,"Animation,Comedy",,tvSeries
tt1509717,Walk the Talk,2010,7.8,535,Drama,,tvSeries
tt1592154,Nikita,2010,7.7,55726,"Action,Crime,Drama",60,tvSeries
tt1595859,Blue Bloods,2010,7.7,53024,"Crime,Drama,Mystery",43,tvSeries
tt1551632,Rizzoli & Isles,2010,7.7,40479,"Crime,Drama,Mystery",45,tvSeries
tt1442065,Rookie Blue,2010,7.7,19659,"Action,Crime,Drama",42,tvSeries
tt1439741,Human Target,2010,7.7,19300,"Action,Adventure,Crime",60,tvSeries
tt1652216,DCI Banks,2010,7.7,9999,"Crime,Drama,Mystery",45,tvSeries
tt1650527,Glass Home,2010,7.7,2582,Drama,60,tvSeries
tt2745682,Sungkyunkwan Scandal,2010,7.7,2067,"Comedy,Drama,Romance",70,tvSeries
tt1684734,Glory Daze,2010,7.7,1927,Comedy,,tvSeries
tt1705090,Teresa,2010,7.7,1624,"Drama,Romance",60,tvSeries
tt1688779,"Drugs, Inc.",2010,7.7,1485,"Crime,Documentary",44,tvSeries
tt1647109,Facejacker,2010,7.7,1228,Comedy,24,tvSeries
tt2151208,Kanit,2010,7.7,1219,"Crime,Drama",75,tvSeries
tt1746043,Princess Jellyfish,2010,7.7,1206,"Animation,Comedy,Romance",22,tvSeries
tt1690364,Pete Versus Life,2010,7.7,964,"Comedy,Drama",30,tvSeries
tt1901983,Dick Figures,2010,7.7,713,"Animation,Comedy",2,tvSeries
tt1405466,This Is Not My Life,2010,7.7,638,"Sci-Fi,Thriller",44,tvSeries
tt1612716,Rosario Tijeras,2010,7.7,597,Drama,,tvSeries
tt1429449,Lost Girl,2010,7.6,34359,"Action,Drama,Fantasy",44,tvSeries
tt1639109,Angel Beats!,2010,7.6,17561,"Action,Animation,Comedy",25,tvSeries
tt1593756,Outsourced,2010,7.6,12987,Comedy,30,tvSeries
tt1636691,Generator Rex,2010,7.6,9503,"Action,Adventure,Animation",24,tvSeries
tt1297754,Republic of Doyle,2010,7.6,5027,"Comedy,Crime,Drama",60,tvSeries
tt2016670,Shiki,2010,7.6,4510,"Animation,Drama,Horror",24,tvSeries
tt2255085,My Girlfriend Is a Gumiho,2010,7.6,4048,"Comedy,Fantasy,Romance",60,tvSeries
tt2303367,Dirk Gently,2010,7.6,3759,"Comedy,Crime,Mystery",58,tvSeries
tt1578258,Detroit 1-8-7,2010,7.6,3576,"Action,Crime,Drama",42,tvSeries
tt1480669,Tower Prep,2010,7.6,1873,"Drama,Fantasy,Mystery",60,tvSeries
tt2184186,A League of Their Own,2010,7.6,1771,"Comedy,Game-Show,Sport",45,tvSeries
tt1569972,Top Shot,2010,7.6,1607,"Reality-TV,Sport",,tvSeries
tt1519931,Haven,2010,7.5,43500,"Crime,Drama,Fantasy",60,tvSeries
tt1442109,Life Unexpected,2010,7.5,15902,Drama,60,tvSeries
tt1815138,Mokhtarnameh,2010,7.5,11041,"Biography,Drama,History",,tvSeries
tt1749004,Come Fly with Me,2010,7.5,10694,Comedy,29,tvSeries
tt1785914,Bitter Coffee,2010,7.5,10172,"Comedy,History",,tvSeries
tt1533010,Lip Service,2010,7.5,4733,Drama,60,tvSeries
tt1409008,Memphis Beat,2010,7.5,2685,"Comedy,Crime,Drama",43,tvSeries
tt1601141,WWE NXT,2010,7.5,2545,"Action,Reality-TV,Sport",120,tvSeries
tt1710177,The Octonauts,2010,7.5,1951,"Adventure,Animation,Comedy",11,tvSeries
tt2181460,Pasta,2010,7.5,1387,"Comedy,Drama,Romance",,tvSeries
tt6928178,Monster High,2010,7.5,1310,"Animation,Comedy,Family",2,tvSeries
tt1736398,Feuten,2010,7.5,1152,"Drama,Romance",25,tvSeries
tt1546360,Unusual Suspects,2010,7.5,1040,"Crime,Documentary",44,tvSeries
tt1420152,I (Almost) Got Away with It,2010,7.5,819,"Crime,Documentary,Mystery",,tvSeries
tt1790033,Bite Me,2010,7.5,641,"Comedy,Horror",,tvSeries
tt1663613,Work of Art: The Next Great Artist,2010,7.5,591,Reality-TV,,tvSeries
tt1600194,Hawaii Five-0,2010,7.4,81968,"Action,Crime,Drama",42,tvSeries
tt1583607,Hot in Cleveland,2010,7.4,17002,Comedy,30,tvSeries
tt1552112,The Glades,2010,7.4,15713,"Action,Crime,Drama",60,tvSeries
tt1782352,Upstairs Downstairs,2010,7.4,7245,Drama,60,tvSeries
tt1451387,The Hard Times of RJ Berger,2010,7.4,5970,Comedy,30,tvSeries
tt1592254,The Defenders,2010,7.4,4089,"Comedy,Crime,Drama",60,tvSeries
tt1673441,Dual Survival,2010,7.4,3500,"Adventure,Game-Show,Reality-TV",60,tvSeries
tt6954652,Jack Taylor,2010,7.4,2843,"Action,Crime,Drama",93,tvSeries
tt1726576,Whites,2010,7.4,2775,Comedy,,tvSeries
tt2207861,Ayza Atgawez,2010,7.4,1743,"Comedy,Romance",45,tvSeries
tt4031218,Death Battle,2010,7.4,683,"Action,Animation,Comedy",,tvSeries
tt1710926,What If?,2010,7.4,596,Drama,23,tvSeries
tt1578873,Pretty Little Liars,2010,7.3,185959,"Drama,Mystery,Romance",44,tvSeries
tt1495708,Covert Affairs,2010,7.3,33140,"Action,Crime,Drama",60,tvSeries
tt1800864,Gold Rush,2010,7.3,5912,Reality-TV,45,tvSeries
tt1666217,Personal Taste,2010,7.3,5447,"Comedy,Drama,Romance",60,tvSeries
tt1727444,Panty & Stocking with Garterbelt,2010,7.3,3675,"Action,Animation,Comedy",23,tvSeries
tt1685407,Black Butler II,2010,7.3,2892,"Action,Animation,Comedy",,tvSeries
tt1494829,Unnatural History,2010,7.3,1515,"Action,Adventure,Drama",60,tvSeries
tt1540108,The Last Cop,2010,7.3,1071,"Crime,Drama",45,tvSeries
tt2716982,Nura: Rise of the Yokai Clan,2010,7.3,917,"Action,Animation,Comedy",,tvSeries
tt1630269,Soy tu dueña,2010,7.3,810,"Drama,Romance",45,tvSeries
tt1743275,Superhumans,2010,7.3,788,Documentary,60,tvSeries
tt1685484,Working!!,2010,7.3,767,"Animation,Comedy,Drama",24,tvSeries
tt6963396,Dreamworks How to Train Your Dragon Legends,2010,7.3,746,"Action,Adventure,Animation",30,tvSeries
tt1739276,IRT: Deadliest Roads,2010,7.3,645,Reality-TV,,tvSeries
tt1738090,The Squid Girl: The Invader Comes from the Bottom of the Sea!,2010,7.3,572,"Animation,Comedy,Drama",23,tvSeries
tt7762818,Maryada: Lekin Kab Tak?,2010,7.3,534,Drama,24,tvSeries
tt1712150,Keizoku 2: SPEC - Keishichou kouanbu kouan daigoka mishou jiken tokubetsu taisakugakari jikenbo,2010,7.3,519,"Crime,Drama,Fantasy",,tvSeries
tt1694423,MasterChef USA,2010,7.2,10586,"Game-Show,Reality-TV",42,tvSeries
tt1688612,The Bay,2010,7.2,4650,"Adventure,Crime,Drama",,tvSeries
tt1497609,Vexed,2010,7.2,4037,"Comedy,Crime,Mystery",60,tvSeries
tt2367813,Pyaar Kii Ye Ek Kahaani,2010,7.2,1409,"Fantasy,Romance",24,tvSeries
tt1899022,The World God Only Knows,2010,7.2,1355,"Animation,Comedy,Romance",24,tvSeries
tt1591511,Huge,2010,7.2,1232,"Comedy,Drama,Family",44,tvSeries
tt1789621,Wallace and Gromit's World of Invention,2010,7.2,1210,"Animation,Comedy,Documentary",30,tvSeries
tt1658978,Hakuouki,2010,7.2,846,"Action,Animation,Drama",25,tvSeries
tt1415889,Good Luck Charlie,2010,7.1,26558,"Comedy,Drama,Family",22,tvSeries
tt1685401,Highschool of the Dead,2010,7.1,17544,"Action,Animation,Drama",24,tvSeries
tt1599357,The Gates,2010,7.1,8614,"Crime,Drama,Fantasy",60,tvSeries
tt1784141,Time Goes By,2010,7.1,6560,"Drama,History",120,tvSeries
tt2096097,Mischievous Kiss,2010,7.1,4782,"Comedy,Romance",66,tvSeries
tt3755578,PewDiePie,2010,7.1,3829,"Comedy,Talk-Show",,tvSeries
tt1553620,Rock & Chips,2010,7.1,1658,"Comedy,Drama",89,tvSeries
tt1655610,Baka and Test,2010,7.1,1598,"Animation,Comedy,Fantasy",25,tvSeries
tt1705038,G.I. Joe: Renegades,2010,7.1,1271,"Action,Adventure,Animation",,tvSeries
tt1535715,Mary Shelley's Frankenhole,2010,7.1,1058,"Animation,Comedy,Horror",15,tvSeries
tt1626459,My Kitchen Rules,2010,7.1,1046,Reality-TV,60,tvSeries
tt1535096,Tracy Beaker Returns,2010,7.1,837,"Drama,Family",28,tvSeries
tt1694038,Seitokai yakuindomo,2010,7.1,820,"Animation,Comedy,Drama",307,tvSeries
tt2055490,This Is Jinsy,2010,7.1,797,"Comedy,Fantasy,Musical",30,tvSeries
tt1639471,Arakawa Under the Bridge,2010,7.1,791,"Animation,Comedy,Fantasy",24,tvSeries
tt1577760,The History of Our Family,2010,7.1,652,Drama,,tvSeries
tt1604099,Victorious,2010,7.0,33006,"Comedy,Drama,Family",30,tvSeries
tt1582459,The Event,2010,7.0,26953,"Crime,Drama,Mystery",43,tvSeries
tt1597420,Melissa & Joey,2010,7.0,20333,"Comedy,Romance",30,tvSeries
tt1596786,American Pickers,2010,7.0,9020,"Documentary,Reality-TV",60,tvSeries
tt1647423,Interny,2010,7.0,3972,Comedy,25,tvSeries
tt1379722,Happy Town,2010,7.0,3491,"Drama,Fantasy,Mystery",,tvSeries
tt1361839,Sons of Tucson,2010,7.0,2288,Comedy,30,tvSeries
tt1558182,Call Me Fitz,2010,7.0,1798,Comedy,,tvSeries
tt1406662,Miami Medical,2010,7.0,1345,"Action,Drama,Mystery",60,tvSeries
tt1772452,Bellicher,2010,7.0,506,Thriller,50,tvSeries
tt5659248,The Daltons,2010,7.0,503,"Adventure,Animation,Comedy",7,tvSeries
tt1591493,No Ordinary Family,2010,6.9,17462,"Action,Comedy,Drama",60,tvSeries
tt1582458,Chase,2010,6.9,7515,"Action,Crime,Drama",60,tvSeries
tt1846197,The Sandhamn Murders,2010,6.9,4113,"Crime,Drama,Mystery",45,tvSeries
tt1591490,Lone Star,2010,6.9,931,Drama,60,tvSeries
tt1690400,The Legend of the Legendary Heroes,2010,6.9,896,"Action,Adventure,Animation",,tvSeries
tt1743034,The LXD: The Legion of Extraordinary Dancers,2010,6.9,820,"Action,Adventure,Music",85,tvSeries
tt1685397,Amagami SS,2010,6.9,643,"Animation,Drama,Romance",24,tvSeries
tt1620638,Worst-Case Scenario,2010,6.9,563,"Adventure,Reality-TV",,tvSeries
tt1685410,Okami-san and Her Seven Companions,2010,6.9,545,"Animation,Comedy,Fantasy",24,tvSeries
tt1569333,The Wallflower,2010,6.9,506,"Comedy,Drama,Romance",45,tvSeries
tt1333050,Persons Unknown,2010,6.8,8843,"Drama,Mystery,Thriller",43,tvSeries
tt1598876,Better with You,2010,6.8,3448,Comedy,30,tvSeries
tt1615926,Running Wilde,2010,6.8,3332,Comedy,30,tvSeries
tt1616209,Angelo Rules,2010,6.8,2272,"Animation,Comedy,Family",11,tvSeries
tt1411254,18 to Life,2010,6.8,1352,Comedy,23,tvSeries
tt2046005,Zig & Sharko,2010,6.8,1351,"Adventure,Animation,Comedy",7,tvSeries
tt2458514,Mary Stayed Out All Night,2010,6.8,916,"Comedy,Drama,Music",65,tvSeries
tt1441219,The Deep End,2010,6.8,814,Drama,60,tvSeries
tt1468779,Identity,2010,6.8,740,"Crime,Drama,Mystery",60,tvSeries
tt1705096,Who the (Bleep) Did I Marry,2010,6.8,693,"Biography,Crime,Documentary",,tvSeries
tt12245450,Zindgi Ka Har Rang ... Gulaal,2010,6.8,538,Drama,20,tvSeries
tt1596356,Hellcats,2010,6.7,11130,"Comedy,Drama",60,tvSeries
tt1600757,Kick Buttowski: Suburban Daredevil,2010,6.7,7534,"Action,Adventure,Animation",23,tvSeries
tt1657081,Law & Order: LA,2010,6.7,2947,"Crime,Drama,Mystery",60,tvSeries
tt1695353,"Man, Woman, Wild",2010,6.7,1195,"Adventure,Reality-TV",,tvSeries
tt1594367,My Life as Liz,2010,6.7,989,Comedy,21,tvSeries
tt1058776,Pink Panther and Pals,2010,6.7,980,"Animation,Comedy,Family",25,tvSeries
tt1711420,The Great Food Truck Race,2010,6.7,974,"Game-Show,Reality-TV",60,tvSeries
tt1598874,Dudesons in America,2010,6.7,840,Reality-TV,,tvSeries
tt1743493,Motto to Love Ru,2010,6.7,822,"Action,Animation,Comedy",24,tvSeries
